PMID,QID,Question,Type,Category,Human Answer,GPT-4o FT,GPT-4o QSP,GPT-4o FT+QSP,GPT-6 Astra QSP,Kimi K3 QSP,GPT-6 Astra QSP label,GPT-6 Astra QSP correct,GPT-6 Astra QSP outcome,GPT-6 Astra QSP label_strict,GPT-6 Astra QSP correct_strict,GPT-6 Astra QSP correct_adjusted,GPT-6 Astra QSP alternative_used,GPT-6 Astra QSP cleaning_rule,Kimi K3 QSP label,Kimi K3 QSP correct,Kimi K3 QSP outcome,Kimi K3 QSP label_strict,Kimi K3 QSP correct_strict,Kimi K3 QSP correct_adjusted,Kimi K3 QSP alternative_used,Kimi K3 QSP cleaning_rule,GPT-4o FT label,GPT-4o FT correct,GPT-4o FT outcome,GPT-4o FT label_strict,GPT-4o FT correct_strict,GPT-4o FT correct_adjusted,GPT-4o FT alternative_used,GPT-4o FT cleaning_rule,GPT-4o QSP label,GPT-4o QSP correct,GPT-4o QSP outcome,GPT-4o QSP label_strict,GPT-4o QSP correct_strict,GPT-4o QSP correct_adjusted,GPT-4o QSP alternative_used,GPT-4o QSP cleaning_rule,GPT-4o FT+QSP label,GPT-4o FT+QSP correct,GPT-4o FT+QSP outcome,GPT-4o FT+QSP label_strict,GPT-4o FT+QSP correct_strict,GPT-4o FT+QSP correct_adjusted,GPT-4o FT+QSP alternative_used,GPT-4o FT+QSP cleaning_rule
36751650,8,Were samples cloned prior to sequencing?,Boolean,Technical,No,No,No,No,Not applicable,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36751650,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT","PR, RT",Pol,Pol,"PR, RT, IN","PR, RT",tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36779485,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,Yes,Yes,No,Yes,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36779485,10,What method was used for sequencing?,List,Technical,Not reported,No,Not reported,Not reported,Not reported,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,11,What type of samples were sequenced?,List,Technical,Plasma,No,Plasma,Not reported,Not applicable,Plasma,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,Yes,Yes,Not applicable,Yes,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36779485,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,Yes,Yes,No,Yes,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI",NNRTI,NNRTI,Not reported,None,NNRTI (NNRTI-based ART; NRTI backbone implied as part of the combination regimen),fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,RPV,Rilpivirine,Not reported,Not reported,None,Not reported,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,
36779485,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported,No,Not reported,Not reported,Not reported,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1649,1649,1649,1649,0,1649,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36779485,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa,South Africa,South Africa,South Africa,Not applicable,South Africa,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36779485,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported,No,Not reported,Not reported,Not applicable,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,8,Were samples cloned prior to sequencing?,Boolean,Technical,No,No,Not reported,Not reported,Not applicable,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36779485,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT,Pol,"PR, RT",Pol,"Pol, RT","Pol, RT",tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36795586,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No,No,No,No,Yes,No,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,10,What method was used for sequencing?,List,Technical,Not reported,No,Not applicable,Not applicable,Not reported,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,11,What type of samples were sequenced?,List,Technical,Not reported,No,Not applicable,Not applicable,Plasma,Not applicable,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No,No,No,No,Yes,Not applicable,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No,No,No,No,Yes,No,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported,No,None,Not reported,NRTIs; NNRTIs; PIs,None,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported,No,None,Not reported,Not reported,None,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported,No,Not reported,Not reported,Not reported,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,0,0,0,0,Not reported,0,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported,No,Not applicable,Not applicable,Botswana; Eswatini; Lesotho; Malawi; Tanzania; Uganda,Not applicable,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported,No,Not applicable,Not applicable,Not reported,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,8,Were samples cloned prior to sequencing?,Boolean,Technical,No,No,Not applicable,Not applicable,Not applicable,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36795586,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported,No,Not applicable,Not reported,Not reported,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,Yes,Yes,Yes,Yes,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,Sanger sequencing,Sanger sequencing,Sanger sequencing,Sanger sequencing,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No,Yes,Yes,Yes,Yes,Yes,fp,0.0,FP,fp,0.0,0.0,,,fp,0.0,FP,fp,0.0,0.0,,,fp,0.0,FP,fp,0.0,0.0,,,fp,0.0,FP,fp,0.0,0.0,,,fp,0.0,FP,fp,0.0,0.0,,
36851704,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,Yes,Yes,Yes,Yes,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI, INSTI","NRTI, NNRTI, PI, INSTI",Not reported,Not reported,Not reported,Not reported,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,
36851704,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported,"TDF, FTC, 3TC, DTG, ATV/r, LPV/r",Not reported,Not reported,Not reported,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No,No,Yes,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported,No,Not reported,Not reported,Not reported,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,206,206,206,206,206,206,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,6,From which countries were the sequenced samples obtained?,List,Demographics,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2019,2018-2019,2018–2019,2018–2019,2018–2019,2018–2019,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851704,8,Were samples cloned prior to sequencing?,Boolean,Technical,No,No,No,No,Not applicable,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851704,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN","PR, RT, IN","PR, RT, IN","PR, RT, IN","PR, RT, IN","PR, RT, IN",tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,Yes,Yes,Yes,Yes,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,Sanger sequencing,Sanger sequencing,Sanger sequencing,Sanger sequencing,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,11,What type of samples were sequenced?,List,Technical,DBS,DBS,DBS,DBS,DBS,DBS,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,Yes,Yes,Yes,Yes,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851760,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,Yes,Yes,Yes,Yes,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTI, NRTI, PI","NRTI, NNRTI, PI","NRTI, NNRTI, PI","NRTI, NNRTI, PI",NRTIs; NNRTIs; PIs,"NRTI, NNRTI, PI",tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported,No,Not reported,Not reported,Lamivudine (3TC); zidovudine (ZDV); abacavir (ABC); nevirapine (NVP); efavirenz (EFV); tenofovir disoproxil fumarate (TDF); emtricitabine (FTC); lopinavir; ritonavir,"Lamivudine (3TC), zidovudine (ZDV), abacavir (ABC), nevirapine (NVP), efavirenz (EFV), tenofovir (TDF), emtricitabine (FTC), lopinavir/ritonavir (LPV/r)",fp,0.0,FP,fp,0.0,0.0,,,fp,0.0,FP,fp,0.0,0.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851760,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851760,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes,Yes,Yes,Yes,Yes,Yes,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ435656-OQ435729,OQ435656-OQ435729,OQ435656-OQ435729,OQ435656-OQ435729,OQ435656–OQ435729,OQ435656–OQ435729,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,107,107,107,107,107,75,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_wrong_value,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,6,From which countries were the sequenced samples obtained?,List,Demographics,"Mali, Benin","Benin, Mali","Benin, Mali","Mali, Benin",Benin; Mali,"Mali, Benin",tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2020,2015-2020,2015–2020,2015-2020,2015–2020,2015–2020,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36851760,8,Were samples cloned prior to sequencing?,Boolean,Technical,No,No,No,No,Not applicable,Not applicable,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36851760,9,Which HIV genes were reported to have been sequenced?,List,Technical,IN,IN,IN,IN,IN,IN,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36931676,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,No,Yes,No,Yes,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,
36931676,10,What method was used for sequencing?,List,Technical,Not reported,No,Not reported,Not reported,Not reported,Not reported,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36931676,11,What type of samples were sequenced?,List,Technical,"Plasma, CSF, PBMC","Plasma, CSF","Plasma, PBMC","Plasma, Cerebrospinal fluid, PBMCs",Not applicable,Plasma,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_wrong_value,fn,0.0,0.0,,,tp,1.0,correct_partial_list,tp,1.0,1.0,,,tp,1.0,correct_partial_list,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36931676,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,Not reported,No,Not applicable,Yes,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,
36931676,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No,No,No,No,No,No,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,,tn,1.0,correct,tn,1.0,1.0,,
36931676,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,Yes,Yes,No,Yes,fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct,tp,1.0,1.0,,
36931676,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI, INSTI","NRTI, INSTI, PI",Not reported,Not reported,None,"NRTI, NNRTI, PI, INSTI",fn,0.0,FN_missed,fn,0.0,0.0,,,tp,1.0,correct,tp,1.0,1.0,,,tp,1.0,correct_partial_list,tp,1.0,1.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,,fn,0.0,FN_missed,fn,0.0,0.0,,
